soc,title,group,group_name,phys_share,ai_tech,robot_tech,barrier,raw_capability,displacement,primary_threat,national_employment,outflow,inflow,net_flow,net_flow_pct
25-1062,"Area, Ethnic & Cultural Studies Teachers",25,Education & Library,6,38,3,58,35.9,15,AI,10780.0,1617.0,101759.0,100142.0,929.0
25-1063,"Economics Teachers, Postsecondary",25,Education & Library,6,38,3,58,35.9,15,AI,11800.0,1770.0,101759.0,99989.0,847.4
25-1064,"Geography Teachers, Postsecondary",25,Education & Library,6,38,3,58,35.9,15,AI,2920.0,438.0,101762.0,101324.0,3470.0
25-1065,"Political Science Teachers, Postsecondary",25,Education & Library,6,38,3,58,35.9,15,AI,16500.0,2475.0,101757.0,99282.0,601.7
25-1066,"Psychology Teachers, Postsecondary",25,Education & Library,6,20,3,80,19.0,4,AI,41140.0,1646.0,104241.0,102595.0,249.4
25-1067,"Sociology Teachers, Postsecondary",25,Education & Library,6,38,3,58,35.9,15,AI,12180.0,1827.0,101758.0,99931.0,820.5
25-1069,"Social Sciences Teachers NEC, Postsecondary",25,Education & Library,6,38,3,58,35.9,15,AI,17820.0,2673.0,101756.0,99083.0,556.0
25-1071,"Health Specialties Teachers, Postsecondary",25,Education & Library,6,38,3,58,35.9,15,AI,214690.0,32204.0,101673.0,69470.0,32.4
25-1072,"Nursing Instructors & Teachers, Postsecondary",25,Education & Library,6,38,3,65,35.9,13,AI,73510.0,9556.0,106581.0,97024.0,132.0
25-1081,"Education Teachers, Postsecondary",25,Education & Library,6,38,3,58,35.9,15,AI,58380.0,8757.0,101739.0,92982.0,159.3
25-1082,"Library Science Teachers, Postsecondary",25,Education & Library,6,38,3,58,35.9,15,AI,3660.0,549.0,101762.0,101213.0,2765.4
25-1111,Criminal Justice & Law Enforcement Teachers,25,Education & Library,6,38,3,92,35.9,3,AI,12810.0,384.0,132524.0,132139.0,1031.5
25-1112,"Law Teachers, Postsecondary",25,Education & Library,6,38,3,58,35.9,15,AI,10610.0,1592.0,101759.0,100168.0,944.1
25-1113,"Social Work Teachers, Postsecondary",25,Education & Library,6,38,3,58,35.9,15,AI,12290.0,1844.0,101758.0,99915.0,813.0
25-1121,"Art, Drama & Music Teachers, Postsecondary",25,Education & Library,6,38,3,58,35.9,15,AI,96110.0,14416.0,101723.0,87307.0,90.8
25-1122,"Communications Teachers, Postsecondary",25,Education & Library,6,38,3,58,35.9,15,AI,28690.0,4304.0,101751.0,97448.0,339.7
25-1123,English Language & Literature Teachers,25,Education & Library,6,38,3,58,35.9,15,AI,58640.0,8796.0,101739.0,92943.0,158.5
25-1124,Foreign Language & Literature Teachers,25,Education & Library,6,38,3,58,35.9,15,AI,20560.0,3084.0,101755.0,98671.0,479.9
25-1125,"History Teachers, Postsecondary",25,Education & Library,6,38,3,58,35.9,15,AI,19470.0,2920.0,101755.0,98835.0,507.6
25-1126,"Philosophy & Religion Teachers, Postsecondary",25,Education & Library,6,38,3,58,35.9,15,AI,20170.0,3026.0,101755.0,98730.0,489.5
25-1127,"Vocational Education Teachers, Postsecondary",25,Education & Library,6,38,3,58,35.9,15,AI,0.0,0.0,101763.0,101763.0,
25-1199,Postsecondary Teachers NEC,25,Education & Library,6,38,3,58,35.9,15,AI,151790.0,22768.0,101700.0,78931.0,52.0
25-2011,Preschool Teachers,25,Education & Library,6,38,2,58,35.8,15,AI,442540.0,66381.0,101578.0,35197.0,8.0
25-2012,Kindergarten Teachers,25,Education & Library,6,38,3,58,35.9,15,AI,115710.0,17356.0,101715.0,84358.0,72.9
25-2021,Elementary School Teachers,25,Education & Library,6,38,3,58,35.9,15,AI,1373840.0,206076.0,101187.0,-104889.0,-7.6
25-2022,Middle School Teachers,25,Education & Library,6,38,3,58,35.9,15,AI,610420.0,91563.0,101507.0,9944.0,1.6
25-2023,Career/Technical Ed Teachers (Middle School),25,Education & Library,6,38,3,58,35.9,15,AI,13430.0,2014.0,101758.0,99743.0,742.7
25-2031,Secondary School Teachers,25,Education & Library,6,38,3,58,35.9,15,AI,1061130.0,159170.0,101318.0,-57852.0,-5.5
25-2032,Career/Technical Ed Teachers (Secondary),25,Education & Library,6,38,3,58,35.9,15,AI,103060.0,15459.0,101720.0,86261.0,83.7
25-2051,Special Education Teachers (Preschool),25,Education & Library,6,38,2,58,35.8,15,AI,26870.0,4030.0,101752.0,97722.0,363.7
25-2052,Special Education Teachers (K-12),25,Education & Library,6,38,3,58,35.9,15,AI,229490.0,34424.0,101667.0,67244.0,29.3
25-2053,Special Education Teachers (Secondary),25,Education & Library,6,38,3,58,35.9,15,AI,0.0,0.0,101763.0,101763.0,
25-2059,Special Education Teachers NEC,25,Education & Library,6,38,3,58,35.9,15,AI,39650.0,5948.0,101747.0,95799.0,241.6
25-3011,Adult Literacy Teachers,25,Education & Library,6,38,3,58,35.9,15,AI,35160.0,5274.0,101749.0,96475.0,274.4
25-3021,Self-Enrichment Teachers,25,Education & Library,6,38,3,58,35.9,15,AI,300170.0,45026.0,101637.0,56612.0,18.9
25-3031,Substitute Teachers,25,Education & Library,6,38,3,58,35.9,15,AI,467690.0,70154.0,101567.0,31414.0,6.7
25-3041,Tutors,25,Education & Library,6,38,3,42,35.9,21,AI,171900.0,36099.0,87817.0,51718.0,30.1
25-3099,Teachers & Instructors NEC,25,Education & Library,6,38,3,58,35.9,15,AI,128100.0,19215.0,101710.0,82495.0,64.4
25-4011,Archivists,25,Education & Library,6,38,3,42,35.9,21,AI,6710.0,1409.0,87901.0,86491.0,1289.0
25-4012,Curators,25,Education & Library,6,38,3,42,35.9,21,AI,11890.0,2497.0,87898.0,85401.0,718.3
25-4013,Museum Technicians & Conservators,25,Education & Library,6,38,3,42,35.9,21,AI,12820.0,2692.0,87897.0,85205.0,664.6
25-4022,Librarians & Media Specialists,25,Education & Library,6,38,3,42,35.9,21,AI,131070.0,27525.0,87837.0,60313.0,46.0
25-4031,Library Technicians,25,Education & Library,6,38,3,42,35.9,21,AI,71520.0,15019.0,87868.0,72848.0,101.9
25-9011,Audio-Visual & Multimedia Collections Specialists,25,Education & Library,6,38,3,42,35.9,21,AI,0.0,0.0,87904.0,87904.0,
25-9021,Farm & Home Management Educators,25,Education & Library,6,38,3,58,35.9,15,AI,10140.0,1521.0,101759.0,100238.0,988.5
25-9031,Instructional Coordinators,25,Education & Library,1,38,3,42,37.6,22,AI,208690.0,45912.0,81949.0,36038.0,17.3
25-9041,Teacher Assistants,25,Education & Library,11,38,3,58,34.1,14,AI,0.0,0.0,108378.0,108378.0,
25-9099,Educational Instruction NEC,25,Education & Library,6,38,3,42,35.9,21,AI,111800.0,23478.0,87847.0,64369.0,57.6
27-1011,Art Directors,27,Arts & Entertainment,18,52,4,35,43.4,28,AI,49360.0,13821.0,86623.0,72802.0,147.5
27-1013,"Fine Artists (Painters, Sculptors, Illustrators)",27,Arts & Entertainment,18,52,14,35,45.2,29,AI,9070.0,2630.0,84253.0,81623.0,899.9
27-1014,Special Effects Artists & Animators,27,Arts & Entertainment,18,52,4,35,43.4,28,AI,18550.0,5194.0,86638.0,81444.0,439.1
27-1019,Artists & Related Workers NEC,27,Arts & Entertainment,18,52,4,35,43.4,28,AI,4100.0,1148.0,86646.0,85498.0,2085.3
27-1021,Commercial & Industrial Designers,27,Arts & Entertainment,18,52,4,35,43.4,28,AI,29180.0,8170.0,86633.0,78463.0,268.9
27-1022,Fashion Designers,27,Arts & Entertainment,18,52,4,35,43.4,28,AI,20410.0,5715.0,86638.0,80923.0,396.5
27-1023,Floral Designers,27,Arts & Entertainment,18,52,4,35,43.4,28,AI,39450.0,11046.0,86628.0,75582.0,191.6
27-1024,Graphic Designers,27,Arts & Entertainment,18,52,4,35,43.4,28,AI,210840.0,59035.0,86542.0,27507.0,13.0
27-1025,Interior Designers,27,Arts & Entertainment,18,52,4,35,43.4,28,AI,66650.0,18662.0,86614.0,67952.0,102.0
27-1026,Merchandise Displayers & Window Trimmers,27,Arts & Entertainment,18,52,4,35,43.4,28,AI,189110.0,52951.0,86553.0,33602.0,17.8
27-1029,Designers NEC,27,Arts & Entertainment,18,52,4,35,43.4,28,AI,8830.0,2472.0,86643.0,84171.0,953.2
27-2011,Actors,27,Arts & Entertainment,18,52,4,55,43.4,20,AI,35800.0,7160.0,106957.0,99797.0,278.8
27-2012,Producers & Directors,27,Arts & Entertainment,18,52,4,35,43.4,28,AI,143610.0,40211.0,86576.0,46365.0,32.3
27-2021,Athletes & Sports Competitors,27,Arts & Entertainment,18,42,4,72,35.2,10,AI,11460.0,1146.0,128299.0,127153.0,1109.5
27-2022,Coaches & Scouts,27,Arts & Entertainment,18,52,4,35,43.4,28,AI,248300.0,69524.0,86524.0,17000.0,6.8
27-2023,"Umpires, Referees & Sports Officials",27,Arts & Entertainment,18,42,4,35,35.2,23,AI,13900.0,3197.0,93907.0,90710.0,652.6
27-2031,Dancers,27,Arts & Entertainment,18,44,4,35,36.8,24,AI,7630.0,1831.0,92751.0,90919.0,1191.6
27-2032,Choreographers,27,Arts & Entertainment,18,52,4,35,43.4,28,AI,2780.0,778.0,86646.0,85868.0,3088.8
27-2041,Music Directors & Composers,27,Arts & Entertainment,18,52,4,35,43.4,28,AI,11870.0,3324.0,86642.0,83318.0,701.9
27-2042,Musicians & Singers,27,Arts & Entertainment,18,52,4,35,43.4,28,AI,30110.0,8431.0,86633.0,78202.0,259.7
27-2099,Entertainers & Performers NEC,27,Arts & Entertainment,18,44,4,55,36.8,17,AI,12960.0,2203.0,110622.0,108419.0,836.6
27-3011,Broadcast Announcers & Radio Disc Jockeys,27,Arts & Entertainment,18,52,4,35,43.4,28,AI,23540.0,6591.0,86636.0,80045.0,340.0
27-3021,Court Reporters & Simultaneous Captioners,27,Arts & Entertainment,18,64,4,35,53.2,35,AI,0.0,0.0,71751.0,71751.0,
27-3022,"News Analysts, Reporters & Journalists",27,Arts & Entertainment,18,52,4,35,43.4,28,AI,0.0,0.0,86648.0,86648.0,
27-3031,Public Relations Specialists,27,Arts & Entertainment,18,52,4,35,43.4,28,AI,274340.0,76815.0,86511.0,9695.0,3.5
27-3041,Editors,27,Arts & Entertainment,18,52,4,35,43.4,28,AI,94180.0,26370.0,86601.0,60230.0,64.0
27-3042,Technical Writers,27,Arts & Entertainment,18,64,4,35,53.2,35,AI,53540.0,18739.0,71722.0,52983.0,99.0
27-3043,Writers & Authors,27,Arts & Entertainment,18,52,4,35,43.4,28,AI,45660.0,12785.0,86625.0,73840.0,161.7
27-3091,Interpreters & Translators,27,Arts & Entertainment,18,52,4,35,43.4,28,AI,52550.0,14714.0,86621.0,71907.0,136.8
27-3092,Court Interpreters,27,Arts & Entertainment,18,52,4,35,43.4,28,AI,11630.0,3256.0,86642.0,83386.0,717.0
27-3099,Media & Communication Workers NEC,27,Arts & Entertainment,18,52,4,35,43.4,28,AI,19280.0,5398.0,86638.0,81240.0,421.4
27-4011,Audio & Video Technicians,27,Arts & Entertainment,18,52,4,35,43.4,28,AI,69480.0,19454.0,86613.0,67159.0,96.7
27-4012,Broadcast Technicians,27,Arts & Entertainment,18,52,4,35,43.4,28,AI,20170.0,5648.0,86638.0,80990.0,401.5
27-4014,Sound Engineering Technicians,27,Arts & Entertainment,18,52,4,35,43.4,28,AI,12680.0,3550.0,86641.0,83091.0,655.3
27-4021,Photographers,27,Arts & Entertainment,18,52,4,35,43.4,28,AI,50230.0,14064.0,86623.0,72558.0,144.5
27-4031,Camera Operators (Film/Video/TV),27,Arts & Entertainment,18,52,4,35,43.4,28,AI,23950.0,6706.0,86636.0,79930.0,333.7
27-4032,Film & Video Editors,27,Arts & Entertainment,18,52,4,35,43.4,28,AI,27660.0,7745.0,86634.0,78889.0,285.2
27-4099,Media & Communication Equipment Workers NEC,27,Arts & Entertainment,18,52,4,35,43.4,28,AI,7410.0,2075.0,86644.0,84569.0,1141.3
29-1011,Chiropractors,29,Healthcare Practitioners,38,43,13,62,31.6,12,AI,36540.0,4385.0,126534.0,122150.0,334.3
29-1021,Dentists (General),29,Healthcare Practitioners,38,43,13,62,31.6,12,AI,107180.0,12862.0,126515.0,113653.0,106.0
29-1022,Oral & Maxillofacial Surgeons,29,Healthcare Practitioners,38,21,19,77,20.2,5,AI,2800.0,140.0,125776.0,125636.0,4487.0
29-1023,Orthodontists,29,Healthcare Practitioners,38,43,13,58,31.6,13,AI,2540.0,330.0,123684.0,123354.0,4856.5
29-1024,Prosthodontists,29,Healthcare Practitioners,38,43,13,58,31.6,13,AI,0.0,0.0,123685.0,123685.0,
29-1029,Dentists NEC,29,Healthcare Practitioners,38,43,13,62,31.6,12,AI,2100.0,252.0,126544.0,126292.0,6013.9
29-1031,Dietitians & Nutritionists,29,Healthcare Practitioners,38,43,13,58,31.6,13,AI,75080.0,9760.0,123663.0,113902.0,151.7
29-1041,Optometrists,29,Healthcare Practitioners,38,43,13,62,31.6,12,AI,41110.0,4933.0,126533.0,121600.0,295.8
29-1051,Pharmacists,29,Healthcare Practitioners,38,43,13,58,31.6,13,AI,326240.0,42411.0,123588.0,81177.0,24.9
29-1061,Anesthesiologists,29,Healthcare Practitioners,38,43,13,68,31.6,10,AI,0.0,0.0,132362.0,132362.0,
29-1062,Obstetricians & Gynecologists,29,Healthcare Practitioners,38,43,13,68,31.6,10,AI,0.0,0.0,132362.0,132362.0,
29-1063,Surgeons (General),29,Healthcare Practitioners,38,21,19,77,20.2,5,AI,0.0,0.0,125777.0,125777.0,
29-1064,Physicians (General/Family Practice),29,Healthcare Practitioners,30,46,10,73,35.2,10,AI,0.0,0.0,135988.0,135988.0,
29-1065,Pediatricians,29,Healthcare Practitioners,38,43,13,68,31.6,10,AI,0.0,0.0,132362.0,132362.0,
29-1066,Psychiatrists,29,Healthcare Practitioners,38,25,13,85,20.4,3,AI,0.0,0.0,135856.0,135856.0,
29-1067,Family Medicine Physicians,29,Healthcare Practitioners,30,46,10,73,35.2,10,AI,0.0,0.0,135988.0,135988.0,
29-1069,Physicians NEC,29,Healthcare Practitioners,30,46,10,73,35.2,10,AI,0.0,0.0,135988.0,135988.0,
29-1071,Physician Assistants,29,Healthcare Practitioners,35,44,12,73,32.8,9,AI,152470.0,13722.0,136994.0,123272.0,80.9
29-1081,Podiatrists,29,Healthcare Practitioners,38,43,13,62,31.6,12,AI,8060.0,967.0,126542.0,125575.0,1558.0
29-1122,Occupational Therapists,29,Healthcare Practitioners,38,29,13,68,22.9,7,AI,148840.0,10419.0,129029.0,118611.0,79.7
29-1123,Physical Therapists,29,Healthcare Practitioners,38,29,13,68,22.9,7,AI,243700.0,17059.0,129012.0,111953.0,45.9
29-1124,Radiation Therapists,29,Healthcare Practitioners,38,29,13,68,22.9,7,AI,16040.0,1123.0,129054.0,127931.0,797.6
29-1125,Recreational Therapists,29,Healthcare Practitioners,38,29,13,68,22.9,7,AI,14720.0,1030.0,129054.0,128024.0,869.7
29-1126,Respiratory Therapists,29,Healthcare Practitioners,38,29,13,68,22.9,7,AI,135090.0,9456.0,129032.0,119576.0,88.5
29-1127,Speech-Language Pathologists,29,Healthcare Practitioners,38,43,13,68,31.6,10,AI,174110.0,17411.0,132319.0,114908.0,66.0
29-1128,Exercise Physiologists,29,Healthcare Practitioners,38,43,13,58,31.6,13,AI,7020.0,913.0,123683.0,122770.0,1748.9
29-1129,Therapists NEC,29,Healthcare Practitioners,38,29,13,68,22.9,7,AI,18370.0,1286.0,129053.0,127768.0,695.5
29-1141,Registered Nurses,29,Healthcare Practitioners,38,43,13,65,31.6,11,AI,3251390.0,357653.0,128582.0,-229071.0,-7.0
29-1151,Nurse Anesthetists,29,Healthcare Practitioners,30,46,10,65,35.2,12,AI,48120.0,5774.0,129998.0,124223.0,258.2
29-1161,Nurse Midwives,29,Healthcare Practitioners,30,46,10,65,35.2,12,AI,7380.0,886.0,130009.0,129124.0,1749.6
29-1171,Nurse Practitioners,29,Healthcare Practitioners,18,46,9,65,39.3,14,AI,303510.0,42491.0,120292.0,77801.0,25.6
29-1181,Audiologists,29,Healthcare Practitioners,38,43,13,62,31.6,12,AI,13220.0,1586.0,126541.0,124954.0,945.2
29-1211,Acupuncturists,29,Healthcare Practitioners,38,43,13,58,31.6,13,AI,31340.0,4074.0,123676.0,119601.0,381.6
29-1214,Emergency Medicine Physicians,29,Healthcare Practitioners,30,46,8,73,34.6,9,AI,25950.0,2336.0,139021.0,136685.0,526.7
29-1215,Hospitalists,29,Healthcare Practitioners,38,43,13,58,31.6,13,AI,105540.0,13720.0,123654.0,109933.0,104.2
29-1216,Radiologists,29,Healthcare Practitioners,38,43,13,68,31.6,10,AI,65800.0,6580.0,132346.0,125766.0,191.1
29-1217,Pathologists,29,Healthcare Practitioners,38,43,13,68,31.6,10,AI,5590.0,559.0,132361.0,131802.0,2357.8
29-1218,Cardiologists,29,Healthcare Practitioners,38,43,13,68,31.6,10,AI,14990.0,1499.0,132358.0,130859.0,873.0
29-1219,Physicians NEC (Specialty),29,Healthcare Practitioners,30,46,10,73,35.2,10,AI,0.0,0.0,135988.0,135988.0,
29-1221,Dental Hygienists,29,Healthcare Practitioners,38,43,13,58,31.6,13,AI,42240.0,5491.0,123672.0,118181.0,279.8
29-1292,Dental Therapists,29,Healthcare Practitioners,38,29,13,68,22.9,7,AI,214530.0,15017.0,129017.0,114000.0,53.1
29-2010,Medical & Clinical Lab Technologists,29,Healthcare Practitioners,38,43,13,58,31.6,13,AI,341160.0,44351.0,123584.0,79233.0,23.2
29-2011,Medical & Clinical Lab Technicians,29,Healthcare Practitioners,38,43,13,58,31.6,13,AI,0.0,0.0,123685.0,123685.0,
29-2012,Histotechnologists,29,Healthcare Practitioners,38,43,13,58,31.6,13,AI,0.0,0.0,123685.0,123685.0,
29-2013,Clinical Lab Technicians (Medical),29,Healthcare Practitioners,38,43,13,58,31.6,13,AI,0.0,0.0,123685.0,123685.0,
29-2031,Cardiovascular Technologists,29,Healthcare Practitioners,38,43,13,58,31.6,13,AI,61020.0,7933.0,123667.0,115734.0,189.7
29-2032,Diagnostic Medical Sonographers,29,Healthcare Practitioners,38,43,13,58,31.6,13,AI,85660.0,11136.0,123659.0,112524.0,131.4
29-2033,Nuclear Medicine Technologists,29,Healthcare Practitioners,38,43,13,58,31.6,13,AI,16840.0,2189.0,123680.0,121491.0,721.4
29-2034,Radiologic Technologists,29,Healthcare Practitioners,38,43,13,58,31.6,13,AI,221210.0,28757.0,123619.0,94862.0,42.9
29-2035,Magnetic Resonance Imaging Technologists,29,Healthcare Practitioners,38,43,13,58,31.6,13,AI,40990.0,5329.0,123673.0,118344.0,288.7
29-2036,Medical Dosimetrists,29,Healthcare Practitioners,38,43,13,58,31.6,13,AI,3230.0,420.0,123684.0,123264.0,3816.2
29-2041,Emergency Medical Technicians,29,Healthcare Practitioners,38,43,8,58,29.7,12,AI,0.0,0.0,126545.0,126545.0,
29-2042,Paramedics,29,Healthcare Practitioners,38,43,8,62,29.7,11,AI,175480.0,19303.0,129391.0,110088.0,62.7
29-2051,Dietetic Technicians,29,Healthcare Practitioners,38,43,13,58,31.6,13,AI,29560.0,3843.0,123676.0,119833.0,405.4
29-2052,Pharmacy Technicians,29,Healthcare Practitioners,38,43,28,58,37.3,16,AI,487970.0,78075.0,115136.0,37061.0,7.6
29-2053,Psychiatric Technicians,29,Healthcare Practitioners,38,43,13,58,31.6,13,AI,134700.0,17511.0,123645.0,106134.0,78.8
29-2055,Surgical Technologists,29,Healthcare Practitioners,38,43,9,58,30.1,13,AI,112400.0,14612.0,123652.0,109040.0,97.0
29-2056,Veterinary Technologists & Technicians,29,Healthcare Practitioners,38,43,13,58,31.6,13,AI,127520.0,16578.0,123647.0,107069.0,84.0
29-2057,Ophthalmic Medical Technicians,29,Healthcare Practitioners,38,43,13,58,31.6,13,AI,74860.0,9732.0,123663.0,113931.0,152.2
29-2061,Licensed Practical & Vocational Nurses,29,Healthcare Practitioners,38,43,13,65,31.6,11,AI,630840.0,69392.0,129271.0,59879.0,9.5
29-2081,Opticians (Dispensing),29,Healthcare Practitioners,38,43,13,58,31.6,13,AI,79310.0,10310.0,123661.0,113351.0,142.9
29-2082,Orthotists & Prosthetists,29,Healthcare Practitioners,38,43,13,58,31.6,13,AI,0.0,0.0,123685.0,123685.0,
29-2092,Hearing Aid Specialists,29,Healthcare Practitioners,38,43,13,58,31.6,13,AI,9690.0,1260.0,123682.0,122422.0,1263.4
29-2099,Health Technologists NEC,29,Healthcare Practitioners,38,43,13,58,31.6,13,AI,172300.0,22399.0,123634.0,101235.0,58.8
31-1121,Home Health & Personal Care Aides,31,Healthcare Support,68,19,23,45,21.7,12,Robotic,0.0,0.0,93071.0,93071.0,
31-1131,Nursing Assistants,31,Healthcare Support,63,20,21,65,20.6,7,Robotic,1368760.0,95813.0,108360.0,12547.0,0.9
31-1132,Orderlies,31,Healthcare Support,58,22,19,45,20.3,11,Both,52440.0,5768.0,104047.0,98279.0,187.4
31-1133,Psychiatric Aides,31,Healthcare Support,68,19,23,45,21.7,12,Robotic,34210.0,4105.0,93060.0,88955.0,260.0
31-2011,Occupational Therapy Assistants,31,Healthcare Support,63,20,21,45,20.6,11,Robotic,46960.0,5166.0,99475.0,94309.0,200.8
31-2012,Occupational Therapy Aides,31,Healthcare Support,68,19,23,45,21.7,12,Robotic,3570.0,428.0,93069.0,92641.0,2595.0
31-2021,Physical Therapist Assistants,31,Healthcare Support,63,6,21,68,15.4,5,Robotic,106840.0,5342.0,106800.0,101458.0,95.0
31-2022,Physical Therapist Aides,31,Healthcare Support,68,5,23,68,17.2,6,Robotic,43560.0,2614.0,101302.0,98688.0,226.6
31-9011,Massage Therapists,31,Healthcare Support,58,5,2,68,3.3,1,AI,91260.0,913.0,117758.0,116845.0,128.0
31-9091,Dental Assistants,31,Healthcare Support,63,20,21,45,20.6,11,Robotic,370410.0,40745.0,99382.0,58637.0,15.8
31-9092,Medical Assistants,31,Healthcare Support,63,20,21,45,20.6,11,Robotic,781960.0,86016.0,99265.0,13249.0,1.7
31-9093,Medical Equipment Preparers,31,Healthcare Support,58,22,19,45,20.3,11,Both,71540.0,7869.0,104042.0,96173.0,134.4
31-9094,Medical Transcriptionists,31,Healthcare Support,58,40,19,45,27.8,15,Both,42150.0,6322.0,101917.0,95594.0,226.8
31-9095,Pharmacy Aides,31,Healthcare Support,68,19,23,45,21.7,12,Robotic,41960.0,5035.0,93057.0,88022.0,209.8
31-9096,Veterinary Assistants & Laboratory Animal Caretakers,31,Healthcare Support,63,20,21,45,20.6,11,Robotic,111300.0,12243.0,99456.0,87213.0,78.4
31-9097,Phlebotomists,31,Healthcare Support,58,22,19,45,20.3,11,Both,137390.0,15113.0,104024.0,88911.0,64.7
31-9099,Healthcare Support Workers NEC,31,Healthcare Support,58,22,19,45,20.3,11,Both,100930.0,11102.0,104034.0,92932.0,92.1
33-1011,Supervisors of Police & Detectives,33,Protective Service,52,30,13,62,21.2,8,AI,52400.0,4192.0,120373.0,116181.0,221.7
33-1012,Supervisors of Firefighting & Prevention Workers,33,Protective Service,52,30,13,52,21.2,10,AI,153680.0,15368.0,115168.0,99800.0,64.9
33-1021,Supervisors of Firefighting (Forest),33,Protective Service,52,30,13,52,21.2,10,AI,91720.0,9172.0,115184.0,106012.0,115.6
33-1099,Supervisors of Protective Service NEC,33,Protective Service,52,30,13,52,21.2,10,AI,19090.0,1909.0,115202.0,113293.0,593.5
33-2011,Firefighters,33,Protective Service,52,22,7,62,14.2,5,AI,320870.0,16044.0,122806.0,106763.0,33.3
33-2012,Fire Inspectors & Investigators,33,Protective Service,52,30,13,52,21.2,10,AI,0.0,0.0,115207.0,115207.0,
33-2021,Fire Inspectors,33,Protective Service,52,30,13,52,21.2,10,AI,11110.0,1111.0,115204.0,114093.0,1026.9
33-3011,Bailiffs,33,Protective Service,52,30,13,70,21.2,6,AI,17400.0,1044.0,125672.0,124628.0,716.3
33-3012,Correctional Officers & Jailers,33,Protective Service,52,30,13,55,21.2,10,AI,357770.0,35777.0,115117.0,79340.0,22.2
33-3021,Detectives & Criminal Investigators,33,Protective Service,52,30,13,55,21.2,10,AI,106340.0,10634.0,115180.0,104546.0,98.3
33-3031,Fish & Game Wardens,33,Protective Service,52,30,13,52,21.2,10,AI,5770.0,577.0,115205.0,114628.0,1986.6
33-3041,Parking Enforcement Workers,33,Protective Service,52,30,13,52,21.2,10,AI,7250.0,725.0,115205.0,114480.0,1579.0
33-3051,Police & Sheriff Patrol Officers,33,Protective Service,52,30,13,62,21.2,8,AI,669160.0,53533.0,120244.0,66711.0,10.0
33-3052,Transit & Railroad Police,33,Protective Service,52,30,13,62,21.2,8,AI,1890.0,151.0,120383.0,120232.0,6361.5
33-9011,Animal Control Workers,33,Protective Service,52,30,13,52,21.2,10,AI,11510.0,1151.0,115204.0,114053.0,990.9
33-9021,Private Detectives & Investigators,33,Protective Service,52,30,13,55,21.2,10,AI,38210.0,3821.0,115197.0,111376.0,291.5
33-9031,Gambling Surveillance Officers,33,Protective Service,52,30,13,52,21.2,10,AI,9460.0,946.0,115204.0,114258.0,1207.8
33-9032,Security Guards,33,Protective Service,52,30,13,52,21.2,10,AI,1254680.0,125468.0,114892.0,-10576.0,-0.8
33-9091,Crossing Guards & Flaggers,33,Protective Service,52,30,13,52,21.2,10,AI,88110.0,8811.0,115185.0,106374.0,120.7
33-9093,Transportation Security Screeners,33,Protective Service,52,20,13,52,16.4,8,Both,46010.0,3681.0,113833.0,110152.0,239.4
33-9099,Protective Service Workers NEC,33,Protective Service,52,30,13,52,21.2,10,AI,78370.0,7837.0,115187.0,107350.0,137.0
35-1011,Chefs & Head Cooks,35,Food Preparation,80,5,31,8,25.8,24,Robotic,179120.0,42989.0,60588.0,17600.0,9.8
35-1012,First-Line Supervisors of Food Preparation,35,Food Preparation,80,5,31,8,25.8,24,Robotic,1168890.0,280534.0,60083.0,-220451.0,-18.9
35-2011,Cooks (Fast Food),35,Food Preparation,80,5,31,8,25.8,24,Robotic,662040.0,158890.0,60342.0,-98548.0,-14.9
35-2012,Cooks (Institution & Cafeteria),35,Food Preparation,80,5,31,8,25.8,24,Robotic,446810.0,107234.0,60452.0,-46783.0,-10.5
35-2013,Cooks (Private Household),35,Food Preparation,80,5,31,8,25.8,24,Robotic,0.0,0.0,60680.0,60680.0,
35-2014,Cooks (Restaurant),35,Food Preparation,80,5,31,8,25.8,24,Robotic,1429940.0,343186.0,59950.0,-283236.0,-19.8
35-2015,Short Order Cooks,35,Food Preparation,80,5,31,8,25.8,24,Robotic,117070.0,28097.0,60620.0,32523.0,27.8
35-2019,Cooks NEC,35,Food Preparation,80,5,31,8,25.8,24,Robotic,23150.0,5556.0,60668.0,55112.0,238.1
35-2021,Food Preparation Workers,35,Food Preparation,80,5,31,8,25.8,24,Robotic,883400.0,212016.0,60229.0,-151787.0,-17.2
35-3011,Bartenders,35,Food Preparation,80,5,31,8,25.8,24,Robotic,731460.0,175550.0,60306.0,-115244.0,-15.8
35-3023,Fast Food & Counter Workers,35,Food Preparation,80,5,31,8,25.8,24,Robotic,3725410.0,894098.0,58777.0,-835321.0,-22.4
35-3031,Waiters & Waitresses,35,Food Preparation,80,5,31,8,25.8,24,Robotic,2277130.0,546511.0,59517.0,-486994.0,-21.4
35-3041,Food Servers (Nonrestaurant),35,Food Preparation,80,5,31,8,25.8,24,Robotic,264530.0,63487.0,60545.0,-2942.0,-1.1
35-9011,Dishwashers,35,Food Preparation,80,5,49,8,40.2,37,Robotic,514120.0,190224.0,41418.0,-148806.0,-28.9
35-9021,"Hosts & Hostesses (Restaurant, Lounge, Coffee Shop)",35,Food Preparation,80,5,31,8,25.8,24,Robotic,465660.0,111758.0,60442.0,-51316.0,-11.0
35-9031,Dining Room & Cafeteria Attendants,35,Food Preparation,88,5,34,8,30.5,28,Robotic,419980.0,117594.0,50637.0,-66957.0,-15.9
